0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-494.1873779296875,58.99052810668945,-12.176267623901367,20.545080184936523,-6.370795726776123,0.6276566982269287,-9.805170059204102,2.0657711029052734,-19.70839500427246,-2.5302889347076416,-4.61831521987915,-2.9282474517822266,-3.890169143676758,-3.256784677505493,-6.700198173522949,-0.20456083118915558,-9.802281379699707,-0.9119808077812195,-6.534542560577393,-3.1629638671875,aggressive
-261.3748268416158,15.316222183049698,3.6721106985308865,4.954077347659187,-0.350598176127803,-2.4370878965084213,-0.924529869097473,-1.6499868986455337,-6.225314200650795,-4.942281412997974,-1.9867968121288935,-2.1180432340299586,-1.6241027964669692,-2.2468202037890297,-1.9313921689899765,-1.6371469298019754,-2.569508562913106,-2.034122455346887,-1.1746227528123014,-2.6319662531929433,aggressive
-497.1253967285156,59.53082275390625,-12.685973167419434,21.04771614074707,-6.55581521987915,0.9158912301063538,-9.970772743225098,2.3378446102142334,-20.038105010986328,-2.323446035385132,-4.66145133972168,-2.8186352252960205,-3.986957311630249,-3.1481473445892334,-6.753512859344482,-0.07900954782962799,-9.969897270202637,-0.7119457125663757,-6.608830451965332,-3.113483190536499,aggressive
-559.9644165039062,83.18045043945312,-5.045926570892334,27.61528205871582,-2.638766288757324,3.2633094787597656,-15.282247543334961,-5.523260593414307,-13.405298233032227,0.908290684223175,-11.06911849975586,1.0006139278411865,-7.944987773895264,1.1721575260162354,-11.639026641845703,3.1685969829559326,-6.073366165161133,-1.14778733253479,-5.230306625366211,1.4012937545776367,aggressive
-460.4273302879713,41.16486659319471,11.213866395400835,11.892535168934613,2.016416700214307,-3.2068221807288784,-7.054387681375423,-5.135854506916322,-4.581148522289662,-2.901267128999813,-4.028255845904952,-1.225882071192923,-2.484074469601376,-1.8109941316170466,-4.463429640041673,-0.8694727315796383,-3.6347332408372095,-2.788225238023764,-1.9708213103311936,-1.738317560832202,aggressive
-558.3997192382812,83.31877136230469,-5.0395002365112305,28.007694244384766,-2.642634868621826,3.3429067134857178,-14.8956298828125,-5.582454681396484,-13.42044448852539,1.0791107416152954,-11.03228759765625,1.027816891670227,-7.643495559692383,1.1114126443862915,-11.714374542236328,3.2531235218048096,-6.056605815887451,-1.180513858795166,-5.135030269622803,1.3010953664779663,aggressive
-475.5456237792969,78.51323699951172,-22.539836883544922,13.354317665100098,1.5518925189971924,-12.812932014465332,-11.647250175476074,-0.04499206691980362,-14.554947853088379,-2.6886959075927734,-2.529146671295166,-0.978394627571106,-7.3922810554504395,2.5495212078094482,-10.67238998413086,4.900326728820801,-9.663370132446289,-1.7169300317764282,-5.551656723022461,0.04275784268975258,aggressive
-448.41216329493164,69.3496083328455,-19.399117617580618,11.240479418350015,1.369508760799808,-13.652183452589625,-11.290878815164595,-1.2479212005771454,-13.962246844290197,-4.4189151260556985,-2.5076512452758406,-2.179374248283322,-6.778441845127033,1.9980077319610456,-9.278806828031975,3.868574823704248,-8.897809036205224,-3.3559907924304953,-4.84123401350076,-1.0978700003227146,aggressive
-476.0218200683594,78.61292266845703,-22.643585205078125,13.451446533203125,1.5915440320968628,-12.786233901977539,-11.660710334777832,-0.013060232624411583,-14.53569507598877,-2.6770083904266357,-2.5153253078460693,-0.9517791867256165,-7.426135063171387,2.595613956451416,-10.699115753173828,4.908168315887451,-9.638222694396973,-1.7304720878601074,-5.5674591064453125,0.07459162175655365,aggressive
-446.21026611328125,70.07491302490234,-20.94630241394043,23.390230178833008,-0.351023405790329,-6.268432140350342,-7.841885089874268,-9.873080253601074,-14.141450881958008,9.294689178466797,-8.40444564819336,-1.154037594795227,4.305953502655029,-1.0532509088516235,-9.489087104797363,9.484053611755371,-14.865300178527832,3.0527665615081787,-5.7277960777282715,-1.511315941810608,aggressive
-267.6191552615346,24.433644129868874,-0.6059704479025358,8.762858844153088,0.10364569077395087,-7.497053899037628,-2.7279724357447765,-5.881162345745374,-6.11766067063427,0.3091535630449144,-2.2555935131256426,-1.4221763074724725,2.952479172164251,-3.0321309755148818,-2.1448139047286845,1.5543934818851666,-4.734967947392529,-2.0535915416364214,-0.09034722048558316,-4.19632501012762,aggressive
-445.31219482421875,70.86307525634766,-20.16729736328125,23.729341506958008,-0.0921974778175354,-6.158788681030273,-7.638490676879883,-9.748517990112305,-14.053466796875,9.36898422241211,-8.336626052856445,-1.070845603942871,4.332204341888428,-1.015976071357727,-9.348418235778809,9.528882026672363,-14.775825500488281,3.1324350833892822,-5.67838716506958,-1.525618076324463,aggressive
-677.3365478515625,89.98358154296875,-4.086602210998535,29.159652709960938,18.64126205444336,8.481240272521973,-8.681529998779297,0.7784395813941956,-10.919424057006836,6.79518461227417,-2.977796792984009,0.22468622028827667,-0.575018048286438,1.7034883499145508,-4.516133785247803,2.392866849899292,-1.8516429662704468,-0.570984423160553,-4.233223915100098,4.271117210388184,aggressive
-581.7281493646334,53.747976919912574,5.288054153842445,19.184318093018128,16.58808309053956,3.028501898002032,-4.334767817133841,-3.279193297371402,-5.930874949292505,0.6896296466987257,-0.9150342500332886,-1.5300615060600227,1.006415587829154,-1.2196227845291925,-3.433283255395993,0.14489062164204583,-0.32230446321052875,-2.0731757964351347,-1.934083732936068,1.3975462244147883,aggressive
-677.1068725585938,89.9110107421875,-4.03158712387085,29.297393798828125,18.65301513671875,8.41872787475586,-8.598599433898926,0.7997664213180542,-10.928257942199707,6.802232265472412,-2.9373855590820312,0.18119482696056366,-0.5213722586631775,1.7079006433486938,-4.5248212814331055,2.3835182189941406,-1.8929213285446167,-0.5905740857124329,-4.186055660247803,4.222317218780518,aggressive
-511.9158020019531,61.39632034301758,2.0799014568328857,15.084275245666504,-3.5104687213897705,4.228271961212158,-3.527644395828247,3.30254864692688,-10.595953941345215,0.7427346110343933,-1.9083460569381714,0.9180956482887268,-6.085842132568359,2.026017189025879,-3.4987893104553223,1.8225219249725342,-5.355177879333496,1.1514172554016113,-5.7330322265625,-0.3207560181617737,aggressive
-314.8592588054259,23.136826701322327,6.566566853633617,5.96438948478207,-1.1857579628111523,-2.0709819736361745,-2.509983315756937,-2.2418369810946377,-6.146569738782834,-4.546554286266345,-1.4512380880980669,-2.0633430979236067,-3.6310192860052037,-2.1775825320284716,-2.1124869114222777,-1.3884320976122027,-2.7394627844759927,-2.440038656019343,-2.599781054775974,-3.9227224970693926,aggressive
-513.0615234375,61.96693420410156,2.2492873668670654,15.162175178527832,-3.2456016540527344,4.336669445037842,-3.4613945484161377,3.2933573722839355,-10.537808418273926,0.8082309365272522,-1.8928232192993164,0.9437287449836731,-5.997535228729248,2.046800136566162,-3.4601430892944336,1.8241780996322632,-5.32813835144043,1.1444252729415894,-5.717566013336182,-0.29275521636009216,aggressive
